RespondentID,theta_true
R104,-0.3567143204291217
R105,1.3964530866462435
R106,0.19785485277357148
R107,-0.036412487563218514
R108,0.517253892693522
R109,0.48737756978225144
R110,1.147806370547824
R111,-0.8019542644400708
R112,-2.2880491588369907
R113,0.11474669868174449
R114,-0.6116751553220791
R115,-0.02717720736553576
R116,1.664300022039085
R117,-1.1028418050923654
R118,0.7647973366547646
R119,0.9458675444085191
R120,0.4607362389115478
R121,1.1185081591709785
R122,-0.45836227856340905
R123,-0.6815097047368442
R124,1.0389827985611537
R125,0.7203000218578531
R126,1.3903781421525945
R127,0.21228957781149788
R128,1.6235631195706361
R129,-0.28208026028453087
R130,-1.0603291561656696
R131,-2.037089197516421
R132,-1.1014012900841277
R133,0.8185035060874669
R134,-1.4649286880318764
R135,-0.452364252194422
R136,2.106583957841778
R137,0.8467959424820816
R138,1.7909845571482128
R139,-0.9915621874627999
R140,-2.459974971716329
R141,1.5163809371015524
R142,-1.4169425374401776
R143,0.09092353928239366
R144,0.21709323165297403
R145,-0.948896412364311
R146,1.5526330652518097
R147,1.5493375292731906
R148,0.5514441742201724
R149,-0.02949065983512278
R150,0.1914368329353934
R151,-1.095908012072798
R152,-0.23906375766291557
R153,-0.104933146540351
R154,-0.85223285110813
R155,0.8492148677365117
R156,-1.4264813946196284
R157,-0.45341897630302874
R158,-2.2528778145576633
R159,0.4968185042517295
R160,0.742605474146113
R161,0.6212923631879371
R162,2.918086607753529
R163,0.9397910537615747
R164,-0.9419906889401893
R165,2.6635402069942016
R166,-0.920317973372787
R167,0.7887385690491208
R168,0.743127624781519
R169,-0.8797230187647848
R170,1.3953486289845807
R171,0.35459371874683704
R172,0.5709545906528738
R173,-0.6757329962602258
R174,1.302633372414052
R175,-0.8609379626813217
R176,-1.7791593337319125
R177,1.4251269798221404
R178,-0.42672878693962035
R179,0.043370087085065075
R180,1.922756953662729
R181,1.136491348180061
R182,0.6327091159310891
R183,1.0699138289152976
R184,-0.7275086904859002
R185,0.7530885892411597
R186,1.1099371147068495
R187,0.7554222556786553
R188,-0.204134628884933
R189,-3.747413858130894
R190,0.5573025112293685
R191,0.11487644431113753
R192,-0.3695536111318892
R193,0.7780986256334913
R194,0.2657029799452037
R195,0.20395574149744702
R196,-1.4835909749556633
R197,-1.4593225538131527
R198,0.3705360273126207
R199,0.07605711276741685
R200,0.13874089268518713
R201,0.16626292710140902
R202,0.41145641738933886
R203,0.036065663748993046
R204,0.15777085965866533
R205,0.2561143548611664
R206,0.9294095438577271
R207,-0.5146888155437539
R208,0.7863962209204661
R209,0.6363833640258746
R210,0.1054020063216726
R211,-0.4751117799426455
R212,0.36913992682844693
R213,0.863973015958661
R214,-1.0749775515259348
R215,0.06214563047606366
R216,0.06474409489591411
R217,-0.6612016541186913
R218,-0.6192878537663192
R219,-1.5511470339356546
R220,-1.1031274250824579
R221,-1.5374765897606952
R222,-0.6165721894526773
R223,-0.5599863050754036
R224,-0.5412852313465746
R225,0.3718430276974943
R226,-0.18756666459904553
R227,-0.7289127364193442
R228,-0.7218830521001072
R229,-1.1315102415058964
R230,-0.19616809805936436
R231,-0.21405467782721238
R232,1.6229581277551763
R233,1.5341516356434346
R234,1.4779019986367137
R235,2.079242401316793
R236,-1.217068182124945
R237,0.6729842365862546
R238,0.7610530704985188
R239,0.4762159126193307
R240,2.126671163475947
R241,2.537875242864073
R242,0.9793666281583508
R243,0.6531462003019989
R244,-1.122398091907236
R245,-1.1203587627708598
R246,0.7002230449724777
R247,-0.07563268871827408
R248,-1.3305606771538236
R249,-0.12402422162053982
R250,0.36000781414113
R251,0.935926913451806
R252,-0.1076794124259906
R253,-0.26921723521338187
R254,0.006207818112538383
R255,0.17298339739253452
R256,-1.1631332197322344
R257,0.8333084129470533
R258,2.1903262723966934
R259,0.8142003994377371
R260,-1.4481976373557106
R261,0.09450851545591335
R262,-1.765628163485951
R263,-1.829211865336894
R264,0.6592513054303655
R265,0.07764908350698212
R266,-0.6871101922447804
R267,-2.0874470808711685
R268,-1.2689320356978226
R269,0.16219609552294484
R270,0.031893730967603756
R271,0.6897000916003353
R272,1.5233949195362835
R273,-0.3392565222970098
R274,0.4689671560440846
R275,-0.1377984474392505
R276,-0.49653963524861305
R277,-0.24479074568819928
R278,0.9607532109198884
R279,-1.0284189699196866
R280,1.1410382399862227
R281,1.477287201097856
R282,0.03573287236366102
R283,0.25491824864788426
R284,-1.4117993069839363
R285,2.3605345504545685
R286,0.9788856990695215
R287,0.17227586339092327
R288,0.05743760338489925
R289,0.4509718685579212
R290,-0.6512359351318031
R291,0.28326176429064065
R292,-0.9235769345742476
R293,0.4973195927974818
R294,-0.6782132702649215
R295,0.8955183287181515
R296,-0.1203691520451698
R297,0.2687460811883316
R298,2.9608881101764783
R299,0.8042331372410845
R300,0.2678004174720013
R301,0.04438856147514996
R302,-1.0391621180474284
R303,1.084221138602485
R304,1.602339182272055
R305,0.06435512082695703
R306,1.6767515280053136
R307,-0.11227777000217626
R308,-1.7730543499604152
R309,-0.6532382889017887
R310,-1.0569923297456651
R311,-0.27454002363426705
R312,0.6269808108517896
R313,-0.9289735715716899
R314,-0.08024511048423202
R315,0.19935209435683685
R316,-0.7330282419795471
R317,-0.909319094235023
R318,0.0871828109314621
R319,0.8723696456145394
R320,-0.6032280738915371
R321,-0.7513916337971243
R322,-0.14125333972420162
R323,0.28994861063685873
R324,-0.5430168538750584
R325,-0.33414777260414413
R326,-0.23126854919941442
R327,-1.085791594388391
R328,-0.1775371091378231
R329,-0.5600478028385394
R330,1.5833891631166686
R331,-0.5173224351644886
R332,0.4571110021156088
R333,0.3795188412667755
R334,-1.118032120720612
R335,-1.2489496872883699
R336,-0.44548563022091037
R337,0.6625741171223004
R338,-0.5732393121482832
R339,-0.656154410527188
R340,-2.900220739742524
R341,-0.39683889220352336
R342,0.31247888349147446
R343,0.4446872259759249
R344,0.4291922627412288
R345,-0.3278444837375698
R346,-0.22715782920021105
R347,0.8322762540710773
R348,-0.1357108845066528
R349,-2.303043331597548
R350,1.0200096809211507
R351,-1.077680461446361
R352,1.3752888764396984
R353,1.6941469685190245
R354,0.7624396753582462
R355,0.9041157010548843
R356,1.8577986996740437
R357,-1.1021243057016483
R358,0.25385183791912785
R359,0.23906613529920237
R360,-0.9671096644883797
R361,2.0118124577499223
R362,-0.5806933840648487
R363,-0.7312463047964585
R364,0.26771424864111976
R365,1.031117598320603
R366,-0.6010465330455554
R367,-0.599567291867129
R368,0.5041091112768987
R369,-1.4256144995058972
R370,-0.7725856157110249
R371,-0.838235133207386
R372,-0.43433427047123907
R373,-0.14226639994079493
R374,1.8442084273726254
R375,0.9073609233283382
R376,0.022398215645577008
R377,-0.22470189080021868
R378,0.8743512655863797
R379,0.42839992881418004
R380,0.8912089562679866
R381,1.380975078688279
R382,-1.0081849081838261
R383,-2.25285495882216
R384,-0.02180249422278157
R385,0.07946136983918599
R386,0.2867788589330179
R387,-0.5988237649112302
R388,-0.23262027971067567
R389,0.5587366976509724
R390,0.612558460106959
R391,1.330978842879996
R392,-2.166279414080061
R393,-1.6486584858234326
R394,1.4619411988891542
R395,0.6081985375729924
R396,0.7934348767802004
R397,-0.284834487528731
R398,-0.47415539300514364
R399,0.19980373745249375
R400,-0.9397875074830885
R401,-1.5301616870839059
R402,-1.1105699098412865
R403,0.11652618312046131
R404,0.6371912896310162
R405,1.6512593507155429
R406,0.3718213857762838
R407,0.4725170068679937
R408,1.6881409287344062
R409,-0.7766554253614278
R410,-0.9592913718409568
R411,-0.5379316561654733
R412,-0.0962240636466996
R413,2.023235773061036
R414,-0.3488404699267934
R415,1.3071134003524625
R416,-0.47266081025257173
R417,0.49141618023089634
R418,0.6813169289424645
R419,0.5329525398903965
R420,0.7510465546567943
R421,-0.6890394381281356
R422,1.4561473693108637
R423,0.9809923461852852
R424,-0.7018786834872582
R425,0.5057631571336314
R426,-1.07316077990598
R427,0.09490033970525869
R428,-1.1710863906723505
R429,0.7183665575698974
R430,2.9643709900113557
R431,1.47084001348735
R432,0.7307794218428268
R433,-0.9028715141134613
R434,0.3802580125186096
R435,1.1845560951901957
R436,-0.08838303224072712
R437,0.12927855482870204
R438,-1.6943426796774084
R439,-0.8554204851920025
R440,-1.8483526617666735
R441,1.9144691061207377
R442,0.47263212924378845
R443,0.7246909769053713
R444,-0.2026986420404116
R445,-1.4606652749674036
R446,0.17597083382716427
R447,-0.6364888554360455
R448,-0.9698263345674594
R449,0.05541093776171159
R450,0.10981831503877666
R451,-0.18049263174436744
R452,-0.7742687816113523
R453,-0.9858678341721334
R454,0.006320581300227861
R455,1.2224853114413154
R456,-1.604310120579891
R457,-0.6571819934315685
R458,-0.16235828655231635
R459,-0.15873798986043386
R460,-0.5927634242444517
R461,1.9285065487190431
R462,0.399799120028944
R463,-0.9853834736418244
R464,-1.8821308940695523
R465,-0.17214987401979467
R466,1.479468756664429
R467,0.19276710173583192
R468,-2.3159909779273704
R469,-1.3769433806742357
R470,0.12291695848756362
R471,1.0676102615078604
R472,0.14107446685739256
R473,0.1492933105461135
R474,1.0729963447895543
R475,1.2562533245222551
R476,-0.676530525437766
R477,0.4380457793395346
R478,-0.9573832150993403
R479,-1.0765697973566228
R480,0.5883406450393772
R481,-1.423440866962666
R482,0.1698638673047373
R483,0.31419903062776083
R484,0.8612876095504199
R485,-1.1504291882493116
R486,0.38081620136544136
R487,-0.12542818631614266
R488,1.4860602411657748
R489,-0.7427522358152787
R490,-1.1100206320463282
R491,0.5002211367088556
R492,-0.8558121996885317
R493,-1.2942976898550156
R494,0.9100717566792268
R495,0.43038637363658355
R496,-3.1114224759038254
R497,-0.9209848857125918
R498,-1.1080369867323656
R499,0.6443473296263564
R500,1.4725629340858089
